pix,freq(Hz),flux(Jy/b)
0,1297281213.7704024,0.0
1,1297307335.4548311,0.008213191293179989
2,1297333457.1392598,0.009632392786443233
3,1297359578.8236885,0.006925402674823999
4,1297385700.5081172,0.002625400433316827
5,1297411822.192546,0.004518441390246153
6,1297437943.8769746,0.00846699345856905
7,1297464065.5614033,0.014321534894406796
8,1297490187.245832,0.013028520159423351
9,1297516308.9302607,0.01913553848862648
10,1297542430.6146894,0.005757605191320181
11,1297568552.299118,0.00743362121284008
12,1297594673.9835467,0.007342939265072346
13,1297620795.6679754,0.006003662012517452
14,1297646917.352404,0.0045722005888819695
15,1297673039.0368328,0.0048927683383226395
16,1297699160.7212615,0.006769675295799971
17,1297725282.4056902,0.010056203231215477
18,1297751404.090119,0.013050206005573273
19,1297777525.7745476,0.009182613343000412
20,1297803647.4589763,0.014092830941081047
21,1297829769.143405,0.0071561019867658615
22,1297855890.8278337,0.007727311924099922
23,1297882012.5122623,0.004242129158228636
24,1297908134.196691,0.005390160251408815
25,1297934255.8811197,0.012141041457653046
26,1297960377.5655484,0.007877334021031857
27,1297986499.249977,0.010930780321359634
28,1298012620.9344058,0.001031251740641892
29,1298038742.6188345,0.002223053015768528
30,1298064864.3032632,0.004188116639852524
31,1298090985.9876919,0.0018791025504469872
32,1298117107.6721206,0.008112610317766666
33,1298143229.3565493,0.0096422815695405
34,1298169351.040978,0.010478335432708263
35,1298195472.7254066,0.01341517735272646
36,1298221594.4098353,0.010458122007548809
37,1298247716.094264,0.014309164136648178
38,1298273837.7786927,0.01918169856071472
39,1298299959.4631214,0.010012022219598293
40,1298326081.14755,0.008435615338385105
41,1298352202.8319788,0.010318329557776451
42,1298378324.5164075,0.011430165730416775
43,1298404446.2008362,0.015829499810934067
44,1298430567.8852649,0.004403974860906601
45,1298456689.5696936,0.007652018219232559
46,1298482811.2541223,0.005369135644286871
47,1298508932.938551,0.014443769119679928
48,1298535054.6229796,0.006369168404489756
49,1298561176.3074083,0.010860671289265156
50,1298587297.991837,0.013936045579612255
51,1298613419.6762657,0.008851184509694576
52,1298639541.3606944,0.005286719184368849
53,1298665663.045123,0.0010652944911271334
54,1298691784.7295518,0.015160749666392803
55,1298717906.4139805,0.002895856974646449
56,1298744028.0984092,0.008116737939417362
57,1298770149.7828379,0.012065120041370392
58,1298796271.4672666,0.004304517991840839
59,1298822393.1516953,0.007199281360954046
60,1298848514.836124,0.004909014794975519
61,1298874636.5205526,0.0035202456638216972
62,1298900758.2049813,0.005367312580347061
63,1298926879.88941,0.006891198456287384
64,1298953001.5738387,0.008996125310659409
65,1298979123.2582674,0.011728592216968536
66,1299005244.942696,0.00480619678273797
67,1299031366.6271248,0.005907522514462471
68,1299057488.3115535,0.003894191002473235
69,1299083609.9959822,0.010258708149194717
70,1299109731.6804109,0.010288971476256847
71,1299135853.3648396,0.009692029096186161
72,1299161975.0492682,0.006415898445993662
73,1299188096.733697,0.014737792313098907
74,1299214218.4181256,0.0026017113123089075
75,1299240340.1025543,0.014023058116436005
76,1299266461.786983,0.014552426524460316
77,1299292583.4714117,0.011455338448286057
78,1299318705.1558404,0.0066848136484622955
79,1299344826.840269,-0.002834536600857973
80,1299370948.5246978,0.0023256263229995966
81,1299397070.2091265,0.006563310977071524
82,1299423191.8935552,0.013737408444285393
83,1299449313.5779839,0.010805312544107437
84,1299475435.2624125,0.012349432334303856
85,1299501556.9468412,0.006067080423235893
86,1299527678.63127,0.004800138995051384
87,1299553800.3156986,0.002121137687936425
88,1299579922.0001273,0.006394237279891968
89,1299606043.684556,0.0034393901005387306
90,1299632165.3689847,0.013166586868464947
91,1299658287.0534134,0.006844168994575739
92,1299684408.737842,0.0067136832512915134
93,1299710530.4222708,0.00644620880484581
94,1299736652.1066995,0.009114964865148067
95,1299762773.7911282,0.011111287400126457
96,1299788895.4755569,0.0018782931147143245
97,1299815017.1599855,0.007783902809023857
98,1299841138.8444142,0.009465952403843403
99,1299867260.528843,0.012097116559743881
100,1299893382.2132716,0.0016429529059678316
101,1299919503.8977003,0.007782443426549435
102,1299945625.582129,0.01586117409169674
103,1299971747.2665577,0.0024670730344951153
104,1299997868.9509864,0.006941135972738266
105,1300023990.635415,0.00866144709289074
106,1300050112.3198438,0.01379752904176712
