pix,freq(Hz),flux(Jy/b)
0,1564767262.31779,0.0
1,1564793384.0022187,0.04481586813926697
2,1564819505.686647,0.04836408421397209
3,1564845627.3710756,0.049065202474594116
4,1564871749.0555038,0.048638734966516495
5,1564897870.7399325,0.04592154920101166
6,1564923992.4243608,0.04476344585418701
7,1564950114.1087894,0.04553922638297081
8,1564976235.7932177,0.03523847833275795
9,1565002357.4776464,0.03867746889591217
10,1565028479.1620746,0.04698579013347626
11,1565054600.8465033,0.05298784375190735
12,1565080722.5309315,0.049666061997413635
13,1565106844.2153602,0.05645645037293434
14,1565132965.8997884,0.0442691408097744
15,1565159087.584217,0.050712935626506805
16,1565185209.2686453,0.04801444336771965
17,1565211330.953074,0.05124858021736145
18,1565237452.6375022,0.03691689297556877
19,1565263574.321931,0.04889487475156784
20,1565289696.006359,0.05781799182295799
21,1565315817.6907878,0.04910805821418762
22,1565341939.375216,0.04490174353122711
23,1565368061.0596447,0.0441584438085556
24,1565394182.744073,0.05362655967473984
25,1565420304.4285016,0.042968764901161194
26,1565446426.1129298,0.05280419811606407
27,1565472547.7973585,0.05669061094522476
28,1565498669.4817867,0.054443106055259705
29,1565524791.1662154,0.05089456960558891
30,1565550912.8506436,0.05204363167285919
31,1565577034.5350723,0.04829816892743111
32,1565603156.2195005,0.04787776619195938
33,1565629277.9039292,0.05560239031910896
34,1565655399.5883574,0.06383078545331955
35,1565681521.2727861,0.055437035858631134
36,1565707642.9572144,0.044237807393074036
37,1565733764.641643,0.06468641757965088
38,1565759886.3260713,0.07343441247940063
39,1565786008.0105,0.05027990788221359
40,1565812129.6949282,0.05666837841272354
41,1565838251.3793569,0.06007909029722214
42,1565864373.063785,0.056986283510923386
43,1565890494.7482138,0.05690288543701172
44,1565916616.432642,0.04899041727185249
45,1565942738.1170707,0.057053953409194946
46,1565968859.801499,0.07143320143222809
47,1565994981.4859276,0.0657389760017395
48,1566021103.1703558,0.06897050887346268
49,1566047224.8547845,0.06686793267726898
50,1566073346.5392127,0.06849191337823868
51,1566099468.2236414,0.07787523418664932
52,1566125589.9080696,0.06720894575119019
53,1566151711.5924983,0.07021687924861908
54,1566177833.2769265,0.07757503539323807
55,1566203954.9613552,0.07229313999414444
56,1566230076.6457834,0.061821348965168
57,1566256198.330212,0.07198986411094666
58,1566282320.0146403,0.06874912977218628
59,1566308441.699069,0.05787747725844383
60,1566334563.3834972,0.07041196525096893
61,1566360685.067926,0.0636405274271965
62,1566386806.7523541,0.055957771837711334
63,1566412928.4367828,0.060806918889284134
64,1566439050.121211,0.06717713922262192
65,1566465171.8056397,0.06528270989656448
66,1566491293.490068,0.0626024603843689
67,1566517415.1744967,0.06089360639452934
68,1566543536.8589249,0.062211960554122925
69,1566569658.5433536,0.05458739399909973
70,1566595780.2277818,0.07315132021903992
71,1566621901.9122105,0.04957178235054016
72,1566648023.5966387,0.04690372943878174
73,1566674145.2810674,0.04589538648724556
74,1566700266.9654956,0.05458704009652138
75,1566726388.6499243,0.05221673846244812
76,1566752510.3343525,0.05196762830018997
77,1566778632.0187812,0.05417443811893463
78,1566804753.7032094,0.04891979694366455
79,1566830875.387638,0.046789128333330154
80,1566856997.0720663,0.04557471722364426
81,1566883118.756495,0.0435023307800293
82,1566909240.4409232,0.06393522024154663
83,1566935362.125352,0.0375497043132782
84,1566961483.8097801,0.057962093502283096
85,1566987605.4942088,0.0598575733602047
86,1567013727.178637,0.04771032929420471
87,1567039848.8630657,0.057945314794778824
