pix,freq(Hz),flux(Jy/b)
0,1243784004.060925,0.0
1,1243810125.7453537,0.0
2,1243836247.4297824,0.0
3,1243862369.114211,0.0
4,1243888490.7986398,0.0
5,1243914612.4830685,0.0
6,1243940734.1674972,0.0
7,1243966855.8519258,0.0
8,1243992977.5363545,0.0
9,1244019099.2207832,0.0
10,1244045220.905212,0.0
11,1244071342.5896406,0.0
12,1244097464.2740693,0.0
13,1244123585.958498,0.0
14,1244149707.6429267,0.0
15,1244175829.3273554,0.0
16,1244201951.011784,0.0
17,1244228072.6962128,0.0
18,1244254194.3806415,0.0
19,1244280316.0650702,0.0
20,1244306437.7494988,0.0
21,1244332559.4339275,0.0
22,1244358681.1183562,0.0
23,1244384802.802785,0.0
24,1244410924.4872136,0.0
25,1244437046.1716423,0.0
26,1244463167.856071,0.0
27,1244489289.5404997,0.0
28,1244515411.2249284,0.0
29,1244541532.909357,0.0
30,1244567654.5937858,0.0
31,1244593776.2782145,0.0
32,1244619897.9626431,0.0
33,1244646019.6470718,0.0
34,1244672141.3315005,0.0
35,1244698263.0159292,0.0
36,1244724384.700358,0.0
37,1244750506.3847866,0.0
38,1244776628.0692153,0.0
39,1244802749.753644,0.0
40,1244828871.4380727,0.0
41,1244854993.1225014,0.0
42,1244881114.80693,0.0
43,1244907236.4913588,0.0
44,1244933358.1757874,0.0
45,1244959479.8602161,0.0
46,1244985601.5446448,0.0
47,1245011723.2290735,0.0
48,1245037844.9135022,0.0
49,1245063966.597931,0.0
50,1245090088.2823596,0.0
51,1245116209.9667883,0.0
52,1245142331.651217,0.0
53,1245168453.3356457,0.0
54,1245194575.0200744,0.0
55,1245220696.704503,0.0
56,1245246818.3889318,0.0
57,1245272940.0733604,0.0
58,1245299061.7577891,0.0
59,1245325183.4422178,0.0
60,1245351305.1266465,0.0
61,1245377426.8110752,0.0
62,1245403548.495504,0.0
63,1245429670.1799326,0.0
64,1245455791.8643613,0.0
65,1245481913.54879,0.0
66,1245508035.2332187,0.0
67,1245534156.9176474,0.0
68,1245560278.602076,0.0
69,1245586400.2865047,0.0
70,1245612521.9709334,0.0
71,1245638643.6553621,0.0
72,1245664765.3397908,0.0
73,1245690887.0242195,0.0
74,1245717008.7086482,0.0
75,1245743130.393077,0.0
76,1245769252.0775056,0.0
77,1245795373.7619343,0.0
78,1245821495.446363,0.0
79,1245847617.1307917,0.0
80,1245873738.8152204,0.0
81,1245899860.499649,0.0
82,1245925982.1840777,0.0
83,1245952103.8685064,0.0
84,1245978225.5529351,0.0
85,1246004347.2373638,0.0
86,1246030468.9217925,0.0
87,1246056590.6062212,0.0
88,1246082712.29065,0.0
89,1246108833.9750786,0.0
90,1246134955.6595073,0.0
91,1246161077.343936,0.0
92,1246187199.0283647,0.0
93,1246213320.7127934,0.0
94,1246239442.397222,0.0
95,1246265564.0816507,0.0
96,1246291685.7660794,0.0
97,1246317807.450508,0.0
98,1246343929.1349368,0.0
99,1246370050.8193655,0.0
100,1246396172.5037942,0.0
101,1246422294.188223,0.0
102,1246448415.8726516,0.0
103,1246474537.5570803,0.0
104,1246500659.241509,0.0
105,1246526780.9259377,0.0
106,1246552902.6103663,0.0
107,1246579024.294795,0.0
108,1246605145.9792237,0.0
109,1246631267.6636524,0.0
110,1246657389.348081,0.0
111,1246683511.0325098,0.0
112,1246709632.7169385,0.0
113,1246735754.4013672,0.0
114,1246761876.0857959,0.0
115,1246787997.7702246,0.0
116,1246814119.4546533,0.0
117,1246840241.139082,0.0
118,1246866362.8235106,0.0
119,1246892484.5079393,0.0
120,1246918606.192368,0.0
121,1246944727.8767967,0.0
122,1246970849.5612254,0.0
123,1246996971.245654,0.0
124,1247023092.9300828,0.0
125,1247049214.6145115,0.0
126,1247075336.2989402,0.0
127,1247101457.9833689,0.0
128,1247127579.6677976,0.0
129,1247153701.3522263,0.0
130,1247179823.036655,0.0
131,1247205944.7210836,0.0
132,1247232066.4055123,0.0
133,1247258188.089941,0.0
134,1247284309.7743697,0.0
135,1247310431.4587984,0.0
136,1247336553.143227,0.0
137,1247362674.8276558,0.0
138,1247388796.5120845,0.0
139,1247414918.1965132,0.0
140,1247441039.8809419,0.0
141,1247467161.5653706,0.0
142,1247493283.2497993,0.0
143,1247519404.934228,0.0
144,1247545526.6186566,0.0
145,1247571648.3030853,0.0
146,1247597769.987514,0.0
147,1247623891.6719427,0.0
148,1247650013.3563714,0.0
149,1247676135.0408,0.0
150,1247702256.7252288,0.0
151,1247728378.4096575,0.0
152,1247754500.0940862,0.0
153,1247780621.7785149,0.0
154,1247806743.4629436,0.0
155,1247832865.1473722,0.0
156,1247858986.831801,0.0
157,1247885108.5162296,0.0
158,1247911230.2006583,0.0
159,1247937351.885087,0.0
160,1247963473.5695157,0.0
161,1247989595.2539444,0.0
162,1248015716.938373,0.0
163,1248041838.6228018,0.0
164,1248067960.3072305,0.0
165,1248094081.9916592,0.0
166,1248120203.6760879,0.0
167,1248146325.3605165,0.0
168,1248172447.0449452,0.0
169,1248198568.729374,0.0
170,1248224690.4138026,0.0
171,1248250812.0982313,0.0
172,1248276933.78266,0.0
173,1248303055.4670887,0.0
174,1248329177.1515174,0.0
175,1248355298.835946,0.0
176,1248381420.5203748,0.0
177,1248407542.2048035,0.0
178,1248433663.8892322,0.0
179,1248459785.5736609,0.0
180,1248485907.2580895,0.0
181,1248512028.9425182,0.0
182,1248538150.626947,0.0
183,1248564272.3113756,0.0
