9.233028793366115093e+08 1.000919925309457085e+03 -3.322279062988466036e-03
9.233290011857411861e+08 9.924384874167060389e+02 3.682146957793772102e-04
9.233551230348708630e+08 9.839572878798214788e+02 -3.275093444904744744e-04
9.233812448840005398e+08 9.754763266989597241e+02 -5.713361137828290581e-04
9.234073667331302166e+08 9.669956038742308237e+02 -5.544063384579724085e-03
9.234334885822598934e+08 9.585151194057887096e+02 -2.757262886436885607e-03
9.234596104313895702e+08 9.500348732937414979e+02 -2.843676888665616631e-04
9.234857322805192471e+08 9.415548655382405059e+02 -4.695080668600505602e-03
9.235118541296489239e+08 9.330750961394141996e+02 -1.814116240414088976e-03
9.235379759787786007e+08 9.245955650973664888e+02 3.015622980026298749e-03
9.235640978279082775e+08 9.161162724122458485e+02 -1.498823502036041033e-03
9.235902196770379543e+08 9.076372180841768795e+02 5.112598202256256330e-03
9.236163415261676311e+08 8.991584021132605358e+02 -8.932448545667805162e-03
9.236424633752973080e+08 8.906798244996185758e+02 -3.353649732591813815e-03
9.236685852244269848e+08 8.822014852433952683e+02 -1.624558103205865633e-03
9.236947070735566616e+08 8.737233843447103254e+02 -3.052466531219190371e-03
9.237208289226863384e+08 8.652455218036824363e+02 -5.604033806296294939e-03
9.237469507718160152e+08 8.567678976204065293e+02 -8.565938198874002707e-03
9.237730726209456921e+08 8.482905117949995883e+02 3.609366267053180921e-03
9.237991944700753689e+08 8.398133643275991744e+02 -1.120971071620494725e-02
9.238253163192050457e+08 8.313364552183195428e+02 -1.137707364680475008e-03
9.238514381683347225e+08 8.228597844672736983e+02 2.421021013585621107e-03
9.238775600174643993e+08 8.143833520745508849e+02 -3.928838279964631808e-03
9.239036818665940762e+08 8.059071580402621748e+02 4.960828012851768720e-03
9.239298037157237530e+08 7.974312023645392173e+02 -7.363792491080468905e-03
9.239559255648534298e+08 7.889554850474905834e+02 -7.160970690595215571e-03
9.239820474139831066e+08 7.804800060892235933e+02 -1.176092608918458821e-02
9.240081692631127834e+08 7.720047654897994107e+02 -9.717323392098999035e-03
9.240342911122424603e+08 7.635297632493904985e+02 -3.105713808259427666e-04
9.240604129613721371e+08 7.550549993680554053e+02 -1.098232528281421067e-02
9.240865348105018139e+08 7.465804738459195278e+02 -5.287793287357747674e-04
9.241126566596314907e+08 7.381061866830617646e+02 -5.304250149922674906e-03
9.241387785087611675e+08 7.296321378796051249e+02 3.497766814259582746e-03
9.241649003578908443e+08 7.211583274356485163e+02 -7.785996870072788012e-03
9.241910222070205212e+08 7.126847553512677678e+02 -8.138668938474959147e-03
9.242171440561501980e+08 7.042114216265823643e+02 -6.239400693150466692e-03
9.242432659052798748e+08 6.957383262616650654e+02 -6.315208255248373759e-03
9.242693877544095516e+08 6.872654692566335370e+02 -3.837412205459779513e-03
9.242955096035392284e+08 6.787928506115583787e+02 -4.224281274648612750e-03
9.243216314526689053e+08 6.703204703265543003e+02 -2.968850062163776171e-03
9.243477533017985821e+08 6.618483284017129336e+02 -1.761884876461929095e-03
9.243738751509282589e+08 6.533764248371012400e+02 1.228830452921777366e-02
9.243999970000579357e+08 6.449047596328310874e+02 3.997214621929222333e-03
9.244261188491876125e+08 6.364333327889895600e+02 -6.937705734095037102e-04
9.244522406983172894e+08 6.279621443056412318e+02 -6.247102730842536700e-03
9.244783625474469662e+08 6.194911941828713680e+02 -2.559924480440324557e-03
9.245044843965766430e+08 6.110204824208090031e+02 3.767677134899193037e-03
9.245306062457063198e+08 6.025500090194700533e+02 -1.081535602540732027e-02
9.245567280948359966e+08 5.940797739790036758e+02 1.235046907393032301e-03
9.245828499439656734e+08 5.856097772994457955e+02 -5.484077363210028422e-03
9.246089717930953503e+08 5.771400189808763344e+02 -5.958087026076620829e-03
9.246350936422250271e+08 5.686704990234183015e+02 -1.202584498648554684e-02
9.246612154913547039e+08 5.602012174271044387e+02 -7.658161903666561854e-03
9.246873373404843807e+08 5.517321741920108025e+02 -6.181977904336756480e-03
9.247134591896140575e+08 5.432633693182350498e+02 -2.503065374614900362e-03
9.247395810387437344e+08 5.347948028058509635e+02 -1.233792116952151657e-02
9.247657028878734112e+08 5.263264746549090205e+02 -3.561592177422946703e-03
9.247918247370030880e+08 5.178583848655031261e+02 -4.802789055677360308e-03
9.248179465861327648e+08 5.093905334376813698e+02 -1.811004691692298663e-03
9.248440684352624416e+08 5.009229203715354970e+02 3.390652610985332716e-03
9.248701902843921185e+08 4.924555456671113802e+02 -5.482207500310844195e-03
9.248963121335217953e+08 4.839884093245208305e+02 -5.713218572484558833e-03
9.249224339826514721e+08 4.755215113437623700e+02 -5.281748465197390330e-03
9.249485558317811489e+08 4.670548517249680458e+02 -2.406116661638618703e-05
9.249746776809108257e+08 4.585884304681567301e+02 -1.092841830970948946e-03
9.250007995300405025e+08 4.501222475733908368e+02 -4.838036355497545016e-03
9.250269213791701794e+08 4.416563030407539259e+02 -4.452528414251512301e-03
9.250530432282998562e+08 4.331905968703064786e+02 -5.087262234585589182e-03
9.250791650774295330e+08 4.247251290620846476e+02 7.521393886485636116e-04
9.251052869265592098e+08 4.162598996161690934e+02 -6.560222460823363078e-03
9.251314087756888866e+08 4.077949085326164322e+02 -7.102651503803437960e-03
9.251575306248185635e+08 3.993301558114598038e+02 2.612366824475818861e-03
9.251836524739482403e+08 3.908656414527760603e+02 -7.443264880499303460e-04
9.252097743230779171e+08 3.824013654565959541e+02 -1.894546189280456316e-03
9.252358961722075939e+08 3.739373278229942343e+02 2.423622823038637519e-04
9.252620180213372707e+08 3.654735285519994363e+02 -5.747707077237075579e-03
9.252881398704669476e+08 3.570099676436837512e+02 -2.840104960771507037e-03
9.253142617195966244e+08 3.485466450980960076e+02 -9.164739062246164691e-03
9.253403835687263012e+08 3.400835609152612733e+02 -3.227650635810798418e-03
9.253665054178559780e+08 3.316207150952483858e+02 -3.003620990487045062e-03
9.253926272669856548e+08 3.231581076381026492e+02 2.294467008390962959e-04
9.254187491161153316e+08 3.146957385438457209e+02 -6.248072703303998721e-03
9.254448709652450085e+08 3.062336078125206882e+02 -2.327178587140744936e-03
9.254709928143746853e+08 2.977717154442141805e+02 4.677591091671526313e-04
9.254971146635043621e+08 2.893100614389221619e+02 -6.795585909208715081e-04
9.255232365126340389e+08 2.808486457966840248e+02 -5.627607676135605586e-03
