1.551397843161196470e+09 9.990077644026141570e+02 nan nan
1.551423964927847147e+09 9.939600867757982314e+02 nan nan
1.551450086694497824e+09 9.889124935738907425e+02 nan nan
1.551476208461148500e+09 9.838649847969521716e+02 nan nan
1.551502330227799177e+09 9.788175604449783123e+02 nan nan
1.551528451994449854e+09 9.737702205180295323e+02 nan nan
1.551554573761100531e+09 9.687229650160695655e+02 nan nan
1.551580695527751207e+09 9.636757939391902710e+02 nan nan
1.551606817294401884e+09 9.586287072873869874e+02 nan nan
1.551632939061052561e+09 9.535817050606872272e+02 nan nan
1.551659060827703238e+09 9.485347872591183886e+02 nan nan
1.551685182594353914e+09 9.434879538827393617e+02 nan nan
1.551711304361004591e+09 9.384412049315454851e+02 nan nan
1.551737426127655268e+09 9.333945404055633617e+02 nan nan
1.551763547894305944e+09 9.283479603048199351e+02 nan nan
1.551789669660956621e+09 9.233014646293731857e+02 nan nan
1.551815791427607298e+09 9.182550533791863927e+02 nan nan
1.551841913194257975e+09 9.132087265543491412e+02 nan nan
1.551868034960908651e+09 9.081624841548878067e+02 nan nan
1.551894156727559328e+09 9.031163261807643039e+02 nan nan
1.551920278494210005e+09 8.980702526320685593e+02 nan nan
1.551946400260860682e+09 8.930242635087940926e+02 nan nan
1.551972522027511358e+09 8.879783588109669381e+02 nan nan
1.551998643794162035e+09 8.829325385386117659e+02 nan nan
1.552024765560812712e+09 8.778868026917862153e+02 nan nan
1.552050887327463388e+09 8.728411512704835786e+02 nan nan
1.552077009094114065e+09 8.677955842747285260e+02 nan nan
1.552103130860764742e+09 8.627501017045460685e+02 nan nan
1.552129252627415419e+09 8.577047035599927085e+02 nan nan
1.552155374394066095e+09 8.526593898410292240e+02 nan nan
1.552181496160716772e+09 8.476141605477754410e+02 nan nan
1.552207617927367449e+09 8.425690156801604189e+02 nan nan
1.552233739694018126e+09 8.375239552382398642e+02 nan nan
1.552259861460668802e+09 8.324789792220694835e+02 nan nan
1.552285983227319479e+09 8.274340876316412050e+02 nan nan
1.552312104993970156e+09 8.223892804669790166e+02 nan nan
1.552338226760620832e+09 8.173445577281063379e+02 nan nan
1.552364348527271509e+09 8.122999194150784206e+02 nan nan
1.552390470293922186e+09 8.072553655278861697e+02 nan nan
1.552416592060572863e+09 8.022108960665533459e+02 nan nan
1.552442713827223539e+09 7.971665110311023454e+02 nan nan
1.552468835593874216e+09 7.921222104215883064e+02 nan nan
1.552494957360524893e+09 7.870779942380015655e+02 nan nan
1.552521079127175570e+09 7.820338624803650873e+02 nan nan
1.552547200893826246e+09 7.769898151487006999e+02 nan nan
1.552573322660476923e+09 7.719458522430311405e+02 nan nan
1.552599444427127600e+09 7.669019737634100693e+02 nan nan
1.552625566193778276e+09 7.618581797098277093e+02 nan nan
1.552651687960428953e+09 7.568144700823054336e+02 nan nan
1.552677809727079630e+09 7.517708448808654111e+02 nan nan
1.552703931493730307e+09 7.467273041055608473e+02 nan nan
1.552730053260380983e+09 7.416838477563810557e+02 nan nan
1.552756175027031660e+09 7.366404758333474092e+02 nan nan
1.552782296793682337e+09 7.315971883364808264e+02 nan nan
