pix,freq(Hz),flux(Jy/b)
0,1511246737.0368187,0.0
1,1511272858.318247,-0.0028879023157060146
2,1511298979.5996754,0.0032372644636780024
3,1511325100.8811038,0.002262670546770096
4,1511351222.162532,-0.0015726431738585234
5,1511377343.4439604,0.009700479917228222
6,1511403464.7253888,-0.00567682646214962
7,1511429586.006817,-0.0021898027043789625
8,1511455707.2882454,0.0069039384834468365
9,1511481828.5696738,0.00949158240109682
10,1511507949.851102,0.007520920131355524
11,1511534071.1325305,0.000355545780621469
12,1511560192.4139588,0.0058624716475605965
13,1511586313.6953871,0.005509384907782078
14,1511612434.9768155,0.014807566069066525
15,1511638556.2582438,0.009045173414051533
16,1511664677.5396721,0.0005742935463786125
17,1511690798.8211005,-0.0008604704635217786
18,1511716920.1025288,0.0042992280796170235
19,1511743041.3839571,0.0038385018706321716
20,1511769162.6653855,-0.0016370504163205624
21,1511795283.9468138,0.008466926403343678
22,1511821405.2282422,0.009336911141872406
23,1511847526.5096705,0.0034080389887094498
24,1511873647.7910988,-0.007416969630867243
25,1511899769.0725272,0.0030331076122820377
26,1511925890.3539555,0.010475732386112213
27,1511952011.6353838,0.002092649694532156
28,1511978132.9168122,-0.001978654181584716
29,1512004254.1982405,0.003939771093428135
30,1512030375.4796689,0.013431401923298836
31,1512056496.7610972,0.0066911582835018635
32,1512082618.0425255,0.007535852491855621
33,1512108739.3239539,0.006069518160074949
34,1512134860.6053822,-0.00030209351098164916
35,1512160981.8868105,-0.0034558954648673534
36,1512187103.1682389,0.0011567119508981705
37,1512213224.4496672,0.01019832119345665
38,1512239345.7310956,0.002403260674327612
39,1512265467.012524,-0.002601501764729619
40,1512291588.2939522,0.0067787570878863335
41,1512317709.5753806,4.124852785025723e-05
42,1512343830.856809,0.0024837793316692114
43,1512369952.1382372,0.00012967329530511051
44,1512396073.4196656,-0.0009647879051044583
45,1512422194.701094,0.00397294107824564
46,1512448315.9825222,-0.0033427306916564703
47,1512474437.2639506,0.010219783522188663
48,1512500558.545379,0.0021759436931461096
49,1512526679.8268073,0.00019657211669255048
50,1512552801.1082356,0.004378610290586948
51,1512578922.389664,-0.0045699761249125
