pix,freq(Hz),flux(Jy/b)
0,1190293262.6624246,0.0
1,1190319384.4888048,0.001896821428090334
2,1190345506.3151846,-0.002865416230633855
3,1190371628.1415648,-0.005141668487340212
4,1190397749.9679446,-0.005923695396631956
5,1190423871.7943249,-0.01264169067144394
6,1190449993.6207047,-0.01136571541428566
7,1190476115.447085,0.0009241860243491828
8,1190502237.2734647,-0.00259583443403244
9,1190528359.099845,-0.007937236689031124
10,1190554480.9262247,0.002953874645754695
11,1190580602.752605,0.0022921045310795307
12,1190606724.5789847,0.003940042108297348
13,1190632846.405365,-0.012021219357848167
14,1190658968.2317448,-0.009365514852106571
15,1190685090.058125,-0.0033426433801651
16,1190711211.8845048,-0.01149530615657568
17,1190737333.710885,-0.003927506040781736
18,1190763455.5372648,-0.0004152949550189078
19,1190789577.363645,-0.01275064330548048
20,1190815699.1900249,-0.012985986657440662
21,1190841821.016405,-0.012332192622125149
22,1190867942.842785,-0.006959894206374884
23,1190894064.6691651,-0.00956379622220993
24,1190920186.495545,-0.01405838131904602
25,1190946308.3219252,-0.016521204262971878
26,1190972430.148305,-0.008553735911846161
27,1190998551.9746852,-0.018430275842547417
28,1191024673.801065,-0.015901152044534683
29,1191050795.6274452,-0.018296295776963234
30,1191076917.453825,-0.010723672807216644
31,1191103039.2802052,-0.006384733133018017
32,1191129161.106585,-0.005441593937575817
33,1191155282.9329653,-0.008995309472084045
34,1191181404.759345,-0.0195157453417778
35,1191207526.5857253,0.0017849435098469257
36,1191233648.412105,0.0019362680613994598
37,1191259770.2384853,-0.017550205811858177
38,1191285892.064865,-0.008239321410655975
39,1191312013.8912454,-0.016173750162124634
40,1191338135.7176251,-0.006212935317307711
41,1191364257.5440054,0.0018173697171732783
42,1191390379.3703852,-0.010806405916810036
43,1191416501.1967654,-0.011055010370910168
44,1191442623.0231452,-0.014029235579073429
45,1191468744.8495255,-0.018108157441020012
46,1191494866.6759052,-0.012423723936080933
47,1191520988.5022855,-0.004628424532711506
48,1191547110.3286653,-0.018453756347298622
49,1191573232.1550455,-0.010209329426288605
50,1191599353.9814253,-0.012291916646063328
51,1191625475.8078055,-0.020239749923348427
52,1191651597.6341853,-0.014316544868052006
53,1191677719.4605656,-0.004723571706563234
54,1191703841.2869453,-0.002683051861822605
55,1191729963.1133256,-0.016617538407444954
