1.000000000000000000e+00 3.826049722072577715e-03 3.826049722072577715e-03 3.760956686225201857e-03
2.000000000000000000e+00 2.922321285273652650e-03 2.907853467372508490e-03 2.659397976578726716e-03
3.000000000000000000e+00 2.425120868662547936e-03 2.410889140992011730e-03 2.171389355202643472e-03
4.000000000000000000e+00 2.058215093281543472e-03 2.047337025301090418e-03 1.880478343112600929e-03
5.000000000000000000e+00 2.164303010480946206e-03 2.178023760755527435e-03 1.681950962166379538e-03
6.000000000000000000e+00 1.805918358719626375e-03 1.780790081819652376e-03 1.535404137660074074e-03
7.000000000000000000e+00 1.598707529528004987e-03 1.578782033639574778e-03 1.421508011919637949e-03
8.000000000000000000e+00 1.492079516557496752e-03 1.477209439311014593e-03 1.329698988289363358e-03
9.000000000000000000e+00 1.393530737502881494e-03 1.377961956910394269e-03 1.253652228741733952e-03
1.000000000000000000e+01 1.279602457099668789e-03 1.257875602664539462e-03 1.189318930971085134e-03
1.100000000000000000e+01 1.152852448536557939e-03 1.112383349889878130e-03 1.133971107362490970e-03
1.200000000000000000e+01 1.088120536551412387e-03 1.046952138147262809e-03 1.085694677601321736e-03
1.300000000000000000e+01 1.028544696219141959e-03 9.965008338104041751e-04 1.043101705921853578e-03
1.400000000000000000e+01 1.041706058349456876e-03 9.922478571043078042e-04 1.005157954739383701e-03
1.500000000000000000e+01 9.948042029389926079e-04 9.471891049053030595e-04 9.710748407705093593e-04
1.600000000000000000e+01 9.504224625186463498e-04 9.043040011190120898e-04 9.402391715563004643e-04
1.700000000000000000e+01 9.174485177128192991e-04 8.715764022352404409e-04 9.121659806282049867e-04
1.800000000000000000e+01 8.825649423267872004e-04 8.373277321431079820e-04 8.864659921929090138e-04
