pix,freq(Hz),flux(Jy/b)
0,1564772187.6867275,0.0
1,1564798309.4533787,0.04042968153953552
2,1564824431.2200298,0.0342860072851181
3,1564850552.986681,0.027648936957120895
4,1564876674.7533321,0.036430805921554565
5,1564902796.5199833,0.03061085194349289
6,1564928918.2866344,0.0356818325817585
7,1564955040.0532856,0.03192344680428505
8,1564981161.8199368,0.033589377999305725
9,1565007283.586588,0.04149575158953667
10,1565033405.353239,0.030737558379769325
11,1565059527.1198902,0.0347120463848114
12,1565085648.8865414,0.036757778376340866
13,1565111770.6531925,0.039445910602808
14,1565137892.4198437,0.030454445630311966
15,1565164014.1864948,0.030254539102315903
16,1565190135.953146,0.024134187027812004
17,1565216257.7197971,0.025666752830147743
18,1565242379.4864483,0.04116418957710266
19,1565268501.2530994,0.03994778171181679
20,1565294623.0197506,0.033583443611860275
21,1565320744.7864017,0.031000792980194092
22,1565346866.553053,0.029558813199400902
23,1565372988.319704,0.03657698631286621
24,1565399110.0863552,0.02991519682109356
25,1565425231.8530064,0.030591530725359917
26,1565451353.6196575,0.03541881963610649
27,1565477475.3863087,0.03566662222146988
28,1565503597.1529598,0.028407622128725052
29,1565529718.919611,0.026957212015986443
30,1565555840.6862621,0.02712281048297882
31,1565581962.4529133,0.03149119392037392
32,1565608084.2195644,0.02677835524082184
33,1565634205.9862156,0.031208844855427742
34,1565660327.7528667,0.03775333613157272
35,1565686449.519518,0.038540564477443695
36,1565712571.286169,0.03707249090075493
37,1565738693.0528202,0.03638600930571556
38,1565764814.8194714,0.03732627257704735
39,1565790936.5861225,0.04115547612309456
40,1565817058.3527737,0.04137883335351944
41,1565843180.1194248,0.028867773711681366
42,1565869301.886076,0.02653656341135502
43,1565895423.6527271,0.03440418466925621
44,1565921545.4193783,0.03476181998848915
45,1565947667.1860294,0.03150823712348938
46,1565973788.9526806,0.04875095561146736
47,1565999910.7193317,0.030961723998188972
48,1566026032.485983,0.03649182617664337
49,1566052154.252634,0.03674913942813873
50,1566078276.0192852,0.02751426212489605
51,1566104397.7859364,0.04354962706565857
