1.634120334475483656e+09 9.997180439683190798e+02 2.202741079024239657e-03 3.739219690764163757e-04
1.634146456159912348e+09 9.949259031688551431e+02 -4.653213378244193572e-04 -7.898970630250118482e-05
1.634172577844341040e+09 9.901338384622873718e+02 -5.083767235830287910e-03 -8.629848842651529793e-04
1.634198699528769732e+09 9.853418498486111048e+02 -3.650512982829666464e-03 -6.196856342659010043e-04
1.634224821213198423e+09 9.805499373279079691e+02 4.371938529048380317e-03 7.421498055445454548e-04
1.634250942897627115e+09 9.757581009001730763e+02 1.994674004013296739e-03 3.386019529706078683e-04
1.634277064582055807e+09 9.709663405654306416e+02 -3.214487903231586993e-04 -5.456690565198512682e-05
1.634303186266484499e+09 9.661746563237041983e+02 3.277987734164246759e-03 5.564483451273337985e-04
1.634329307950913191e+09 9.613830481750173931e+02 2.345320151454648866e-03 3.981251984164185906e-04
1.634355429635341883e+09 9.565915161193651102e+02 -1.924930630422438255e-03 -3.267628040885803059e-04
1.634381551319770575e+09 9.518000601568284083e+02 -2.800433040792525349e-03 -4.753819896724567596e-04
1.634407673004199266e+09 9.470086802874014893e+02 3.276788251549327471e-03 5.562447293208667293e-04
1.634433794688627958e+09 9.422173765111076591e+02 1.545801627509383724e-03 2.624045076672750702e-04
1.634459916373056650e+09 9.374261488279702235e+02 -4.657909642564289979e-03 -7.906942681157942037e-04
1.634486038057485342e+09 9.326349972380118061e+02 9.165521069483088812e-05 1.555874958953713832e-05
1.634512159741914034e+09 9.278439217412553717e+02 -3.496118802299409516e-03 -5.934767545443737132e-04
1.634538281426342726e+09 9.230529223377235439e+02 -1.578241903994778532e-04 -2.679113428447329605e-05
1.634564403110771418e+09 9.182619990274391739e+02 -2.715599099171344278e-03 -4.609811711661084780e-04
1.634590524795200109e+09 9.134711518103956678e+02 -1.732273881770745282e-03 -2.940587375518030340e-04
1.634616646479628801e+09 9.086803806866729474e+02 9.086784473433615755e-04 1.542509183323726926e-04
1.634642768164057493e+09 9.038896856562647599e+02 -2.709064089802011924e-03 -4.598718335346533973e-04
1.634668889848486185e+09 8.990990667191931607e+02 3.959389853504814358e-03 6.721184184840873132e-04
1.634695011532914877e+09 8.943085238754798638e+02 -6.164443383907191112e-03 -1.046432933185107664e-03
1.634721133217343569e+09 8.895180571251468109e+02 -2.027083633699148547e-03 -3.441035857610307263e-04
1.634747254901772261e+09 8.847276664682161709e+02 -1.669495566816001260e-03 -2.834019284666536775e-04
1.634773376586200953e+09 8.799373519047094305e+02 4.934290756048644727e-03 8.376107991387602911e-04
1.634799498270629644e+09 8.751471134346477356e+02 -4.464476494042586563e-04 -7.578584053497871632e-05
1.634825619955058336e+09 8.703569510580526867e+02 3.333045463765535715e-03 5.657945614672544145e-04
1.634851741639487028e+09 8.655668647749459979e+02 -5.370551327185566284e-03 -9.116673522867050272e-04
1.634877863323915720e+09 8.607768545853485875e+02 5.795858080921717330e-03 9.838644617576771095e-04
1.634903985008344412e+09 8.559869204893099095e+02 7.443375504845004681e-03 1.263535533908377887e-03
1.634930106692773104e+09 8.511970624867936976e+02 2.869715868558397626e-03 4.871429595059485231e-04
1.634956228377201796e+09 8.464072805778496331e+02 -5.527549428595800868e-03 -9.383182554634772465e-04
1.634982350061630487e+09 8.416175747624986343e+02 -6.163032461465840946e-03 -1.046193424827767098e-03
1.635008471746059179e+09 8.368279450407608238e+02 -6.028966390469233522e-03 -1.023435303262432367e-03
1.635034593430487871e+09 8.320383914126567788e+02 -5.659767391984692544e-03 -9.607626551654831594e-04
1.635060715114916563e+09 8.272489138782069631e+02 -2.597019540509424001e-03 -4.408519319698617146e-04
1.635086836799345255e+09 8.224595124374317265e+02 -1.243070210750875718e-03 -2.110149328626963877e-04
1.635112958483773947e+09 8.176701870903509644e+02 4.770174022698973199e-03 8.097514866317803836e-04
1.635139080168202639e+09 8.128809378370136756e+02 -3.972093811486313367e-03 -6.742749538248684693e-04
1.635165201852631330e+09 8.080917646773818888e+02 9.121307581889856984e-04 1.548369585536008258e-04
1.635191323537060022e+09 8.033026676115043756e+02 -8.426833245217276933e-03 -1.430480463698465292e-03
1.635217445221488714e+09 7.985136466394009176e+02 3.572996633259804995e-03 6.065269991712950995e-04
1.635243566905917406e+09 7.937247017610909552e+02 5.081427651377388131e-04 8.625877327189366043e-05
1.635269688590346098e+09 7.889358329765937015e+02 2.898335305190690575e-03 4.920011955470837825e-04
1.635295810274774790e+09 7.841470402859573596e+02 -3.148763615619179935e-03 -5.345121596543047585e-04
1.635321931959203482e+09 7.793583236891435035e+02 1.438324792263940156e-03 2.441599893951229366e-04
1.635348053643632174e+09 7.745696831862003364e+02 1.003282327980093563e-02 1.703102135744749166e-03
1.635374175328060865e+09 7.697811187771463892e+02 -2.357790587339658912e-03 -4.002420926741085479e-04
1.635400297012489557e+09 7.649926304620294104e+02 -7.635164206474800638e-03 -1.296092246834342886e-03
